POS,player,matches,innings,overs,runs_conceded,wickets,best_bowling,bowl_avg,economy,bowl_sr,four_wickets,five_wickets,season,source
18,Dhawal Kulkarni,11,11,35.0,277.0,13.0,2/9,21.3,7.91,16.15,0,0,2015,most_wickets
19,Axar Patel,14,14,46.4,392.0,13.0,2/11,30.15,8.4,21.53,0,0,2015,most_wickets
20,Moises Henriques,9,9,25.0,158.0,11.0,3/16,14.36,6.32,13.63,0,0,2015,most_wickets
21,Ishwar Pandey,10,10,31.0,223.0,11.0,2/27,20.27,7.19,16.9,0,0,2015,most_wickets
22,Piyush Chawla,13,13,35.0,269.0,11.0,4/32,24.45,7.68,19.09,1,0,2015,most_wickets
23,Ravindra Jadeja,17,15,42.4,330.0,11.0,4/11,30.0,7.73,23.27,1,0,2015,most_wickets
24,Ravichandran Ashwin,14,13,39.0,228.0,10.0,2/5,22.8,5.84,23.4,0,0,2015,most_wickets
25,Morne Morkel,7,7,28.0,206.0,10.0,2/18,20.6,7.35,16.8,0,0,2015,most_wickets
26,Karn Sharma,14,14,39.5,332.0,10.0,2/12,33.2,8.33,23.9,0,0,2015,most_wickets
27,Jagadeesha Suchith,13,12,39.0,337.0,10.0,2/14,33.7,8.64,23.4,0,0,2015,most_wickets
28,Umesh Yadav,12,12,42.0,382.0,10.0,3/33,38.2,9.09,25.2,0,0,2015,most_wickets
29,Brad Hogg,6,6,21.0,144.0,9.0,4/29,16.0,6.85,14.0,1,0,2015,most_wickets
30,Amit Mishra,12,12,40.1,310.0,9.0,2/32,34.44,7.71,26.77,0,0,2015,most_wickets
31,Trent Boult,7,7,28.0,236.0,9.0,3/19,26.22,8.42,18.66,0,0,2015,most_wickets
32,Mitchell Johnson,9,9,35.5,336.0,9.0,2/23,37.33,9.37,23.88,0,0,2015,most_wickets
33,Sreenath Aravind,5,5,18.0,132.0,8.0,4/27,16.5,7.33,13.5,1,0,2015,most_wickets
34,JP Duminy,14,9,17.0,126.0,8.0,4/17,15.75,7.41,12.75,1,0,2015,most_wickets
35,James Faulkner,13,13,45.0,426.0,8.0,3/26,53.25,9.46,33.75,0,0,2015,most_wickets
36,Zaheer Khan,7,7,24.1,156.0,7.0,2/9,22.28,6.45,20.71,0,0,2015,most_wickets
37,Sunil Narine,8,8,32.0,234.0,7.0,4/19,33.42,7.31,27.42,1,0,2015,most_wickets
38,Pravin Tambe,10,10,34.0,266.0,7.0,2/21,38.0,7.82,29.14,0,0,2015,most_wickets
39,Angelo Mathews,11,10,30.0,246.0,7.0,2/15,35.14,8.2,25.71,0,0,2015,most_wickets
40,Vinay Kumar,13,13,43.3,368.0,7.0,2/26,52.57,8.45,37.28,0,0,2015,most_wickets
41,Praveen Kumar,12,12,36.0,329.0,7.0,2/35,47.0,9.13,30.85,0,0,2015,most_wickets
42,Ravi Bopara,9,7,20.0,160.0,6.0,2/18,26.66,8.0,20.0,0,0,2015,most_wickets
43,Pawan Negi,10,10,30.0,252.0,6.0,2/25,42.0,8.4,30.0,0,0,2015,most_wickets
44,Tim Southee,7,7,28.0,247.0,6.0,2/32,41.16,8.82,28.0,0,0,2015,most_wickets
45,Shane Watson,10,10,29.0,269.0,6.0,2/36,44.83,9.27,29.0,0,0,2015,most_wickets
46,Beuran Hendricks,4,4,13.0,109.0,5.0,2/40,21.8,8.38,15.6,0,0,2015,most_wickets
47,Domnic Joseph,6,6,14.0,101.0,4.0,2/18,25.25,7.21,21.0,0,0,2015,most_wickets
48,Stuart Binny,13,10,19.0,140.0,4.0,2/27,35.0,7.36,28.5,0,0,2015,most_wickets
49,Iqbal Abdulla,5,5,19.0,150.0,4.0,2/36,37.5,7.89,28.5,0,0,2015,most_wickets
50,Shakib Al Hasan,4,4,14.0,123.0,4.0,2/22,30.75,8.78,21.0,0,0,2015,most_wickets
51,Bipul Sharma,4,3,7.0,50.0,3.0,2/13,16.66,7.14,14.0,0,0,2015,most_wickets
52,Gurkeerat Mann Singh,5,3,9.0,66.0,3.0,2/17,22.0,7.33,18.0,0,0,2015,most_wickets
53,Ankit Sharma,4,4,14.0,114.0,3.0,1/26,38.0,8.14,28.0,0,0,2015,most_wickets
54,Ashish Reddy,6,4,6.0,50.0,3.0,1/11,16.66,8.33,12.0,0,0,2015,most_wickets
55,Dale Steyn,6,6,19.0,170.0,3.0,2/38,56.66,8.94,38.0,0,0,2015,most_wickets
56,Albie Morkel,4,4,12.0,109.0,3.0,2/21,36.33,9.08,24.0,0,0,2015,most_wickets
57,Kieron Pollard,16,8,12.4,120.0,3.0,1/6,40.0,9.47,25.33,0,0,2015,most_wickets
58,Varun Aaron,6,5,17.2,177.0,3.0,2/24,59.0,10.21,34.66,0,0,2015,most_wickets
59,Jasprit Bumrah,4,4,15.0,184.0,3.0,1/38,61.33,12.26,30.0,0,0,2015,most_wickets
60,Jayant Yadav,3,3,7.0,29.0,2.0,1/8,14.5,4.14,21.0,0,0,2015,most_wickets
61,Suresh Raina,17,5,12.0,93.0,2.0,1/29,46.5,7.75,36.0,0,0,2015,most_wickets
62,Glenn Maxwell,11,7,10.0,97.0,2.0,1/5,48.5,9.7,30.0,0,0,2015,most_wickets
63,Yusuf Pathan,13,5,10.0,97.0,2.0,2/40,48.5,9.7,30.0,0,0,2015,most_wickets
64,Parveez Rasool,2,2,5.0,31.0,1.0,1/20,31.0,6.2,30.0,0,0,2015,most_wickets
65,Yuvraj Singh,14,6,9.0,72.0,1.0,1/14,72.0,8.0,54.0,0,0,2015,most_wickets
66,Johan Botha,4,4,10.0,81.0,1.0,1/32,81.0,8.1,60.0,0,0,2015,most_wickets
67,Corey Anderson,4,2,4.0,33.0,1.0,1/21,33.0,8.25,24.0,0,0,2015,most_wickets
68,Dwayne Smith,16,1,2.0,17.0,1.0,1/17,17.0,8.5,12.0,0,0,2015,most_wickets
69,Deepak Hooda,14,7,15.1,129.0,1.0,1/35,129.0,8.5,91.0,0,0,2015,most_wickets
70,Thisara Perera,2,2,6.0,55.0,1.0,1/33,55.0,9.16,36.0,0,0,2015,most_wickets
71,Rishi Dhawan,5,5,12.0,110.0,1.0,1/12,110.0,9.16,72.0,0,0,2015,most_wickets
72,Pat Cummins,3,3,10.0,97.0,1.0,1/54,97.0,9.7,60.0,0,0,2015,most_wickets
73,Juan Theron,1,1,4.0,40.0,1.0,1/40,40.0,10.0,24.0,0,0,2015,most_wickets
74,Ronit More,2,2,5.5,59.0,1.0,1/31,59.0,10.11,35.0,0,0,2015,most_wickets
75,Gurinder Sandhu,3,2,8.0,82.0,1.0,1/33,82.0,10.25,48.0,0,0,2015,most_wickets
76,Rahul Tewatia,1,1,3.0,31.0,1.0,1/31,31.0,10.33,18.0,0,0,2015,most_wickets
77,Hardik Pandya,9,8,17.0,176.0,1.0,1/13,176.0,10.35,102.0,0,0,2015,most_wickets
78,Shreyas Gopal,1,1,2.1,23.0,1.0,1/23,23.0,10.61,13.0,0,0,2015,most_wickets
79,Abu Nechim,3,3,12.0,128.0,1.0,1/28,128.0,10.66,72.0,0,0,2015,most_wickets
80,Karanveer Singh,4,4,14.0,157.0,1.0,1/30,157.0,11.21,84.0,0,0,2015,most_wickets
81,Ishant Sharma,4,4,14.0,159.0,1.0,1/25,159.0,11.35,84.0,0,0,2015,most_wickets
82,Shardul Thakur,1,1,3.0,38.0,1.0,1/38,38.0,12.66,18.0,0,0,2015,most_wickets
83,KC Cariappa,1,1,2.0,28.0,1.0,1/28,28.0,14.0,12.0,0,0,2015,most_wickets
84,Shivam Sharma,1,1,3.0,44.0,1.0,1/44,44.0,14.66,18.0,0,0,2015,most_wickets
85,Ryan ten Doeschate,6,1,1.0,4.0,0.0,0/4,0.0,4.0,0.0,0,0,2015,most_wickets
86,Virat Kohli,16,2,1.5,10.0,0.0,0/4,0.0,5.45,0.0,0,0,2015,most_wickets
87,Shahbaz Nadeem,4,2,7.0,43.0,0.0,0/18,0.0,6.14,0.0,0,0,2015,most_wickets
88,Murali Vijay,11,2,4.0,28.0,0.0,0/12,0.0,7.0,0.0,0,0,2015,most_wickets
89,Chris Gayle,14,1,2.0,15.0,0.0,0/15,0.0,7.5,0.0,0,0,2015,most_wickets
90,Marchant de Lange,1,1,4.0,30.0,0.0,0/30,0.0,7.5,0.0,0,0,2015,most_wickets
91,Darren Sammy,2,2,3.0,25.0,0.0,0/7,0.0,8.33,0.0,0,0,2015,most_wickets
92,Rajat Bhatia,2,2,5.0,46.0,0.0,0/23,0.0,9.2,0.0,0,0,2015,most_wickets
93,Pawan Suyal,3,3,10.0,95.0,0.0,0/22,0.0,9.5,0.0,0,0,2015,most_wickets
94,Jaydev Unadkat,1,1,3.0,30.0,0.0,0/30,0.0,10.0,0.0,0,0,2015,most_wickets
95,Sean Abbott,2,2,5.0,57.0,0.0,0/21,0.0,11.4,0.0,0,0,2015,most_wickets
96,Pragyan Ojha,1,1,2.0,23.0,0.0,0/23,0.0,11.5,0.0,0,0,2015,most_wickets
97,Barinder Sran,1,1,3.0,35.0,0.0,0/35,0.0,11.66,0.0,0,0,2015,most_wickets
98,Ashok Dinda,2,2,5.0,62.0,0.0,0/23,0.0,12.4,0.0,0,0,2015,most_wickets
99,Azhar Mahmood,1,1,3.0,41.0,0.0,0/41,0.0,13.66,0.0,0,0,2015,most_wickets
1,Bhuvneshwar Kumar,17,17,66.0,490.0,23.0,4/29,21.3,7.42,17.21,1,0,2016,most_wickets
2,Yuzvendra Chahal,13,13,49.1,401.0,21.0,4/25,19.09,8.15,14.04,1,0,2016,most_wickets
3,Shane Watson,16,16,56.3,485.0,20.0,4/29,24.25,8.58,16.95,1,0,2016,most_wickets
4,Dhawal Kulkarni,14,14,49.0,364.0,18.0,4/14,20.22,7.42,16.33,1,0,2016,most_wickets
5,Mustafizur Rahman,16,16,61.0,421.0,17.0,3/16,24.76,6.9,21.52,0,0,2016,most_wickets
6,Mitchell McClenaghan,14,14,53.2,436.0,17.0,4/21,25.64,8.17,18.82,1,0,2016,most_wickets
7,Dwayne Bravo,15,15,56.0,494.0,17.0,4/22,29.05,8.82,19.76,1,0,2016,most_wickets
8,Sandeep Sharma,14,14,50.0,366.0,15.0,2/11,24.4,7.32,20.0,0,0,2016,most_wickets
9,Jasprit Bumrah,14,14,52.0,406.0,15.0,3/13,27.06,7.8,20.8,0,0,2016,most_wickets
10,Andre Russell,12,12,36.3,291.0,15.0,4/20,19.4,7.97,14.6,1,0,2016,most_wickets
11,Barinder Sran,14,14,49.3,413.0,14.0,3/28,29.5,8.34,21.21,0,0,2016,most_wickets
12,Chris Morris,12,12,44.0,308.0,13.0,2/30,23.69,7.0,20.3,0,0,2016,most_wickets
13,Amit Mishra,14,14,46.0,344.0,13.0,4/11,26.46,7.47,21.23,1,0,2016,most_wickets
14,Axar Patel,14,14,47.5,388.0,13.0,4/21,29.84,8.11,22.07,1,0,2016,most_wickets
15,Mohit Sharma,14,14,48.3,407.0,13.0,3/23,31.3,8.39,22.38,0,0,2016,most_wickets
16,Adam Zampa,5,5,17.0,115.0,12.0,6/19,9.58,6.76,8.5,0,1,2016,most_wickets
17,Moises Henriques,17,17,52.0,415.0,12.0,2/17,34.58,7.98,26.0,0,0,2016,most_wickets
18,Sunil Narine,11,11,42.5,304.0,11.0,3/26,27.63,7.09,23.36,0,0,2016,most_wickets
19,Sreenath Aravind,9,9,29.1,216.0,11.0,2/18,19.63,7.4,15.9,0,0,2016,most_wickets
20,Ashok Dinda,9,9,30.3,231.0,11.0,3/20,21.0,7.57,16.63,0,0,2016,most_wickets
21,Piyush Chawla,12,11,35.2,273.0,11.0,2/21,24.81,7.72,19.27,0,0,2016,most_wickets
22,Chris Jordan,9,9,28.0,258.0,11.0,4/11,23.45,9.21,15.27,1,0,2016,most_wickets
23,Ravichandran Ashwin,14,14,44.0,319.0,10.0,4/34,31.9,7.25,26.4,1,0,2016,most_wickets
24,Zaheer Khan,12,12,43.4,337.0,10.0,3/21,33.7,7.71,26.2,0,0,2016,most_wickets
25,Morne Morkel,10,10,35.3,297.0,10.0,2/27,29.7,8.36,21.3,0,0,2016,most_wickets
26,Umesh Yadav,9,9,26.0,234.0,10.0,3/28,23.4,9.0,15.6,0,0,2016,most_wickets
27,Tim Southee,11,11,43.0,329.0,9.0,3/24,36.55,7.65,28.66,0,0,2016,most_wickets
28,Ashish Nehra,8,8,26.0,199.0,9.0,3/15,22.11,7.65,17.33,0,0,2016,most_wickets
29,Praveen Kumar,16,16,51.3,401.0,9.0,2/19,44.55,7.78,34.33,0,0,2016,most_wickets
30,Harbhajan Singh,14,14,49.0,392.0,9.0,2/29,43.55,8.0,32.66,0,0,2016,most_wickets
31,Thisara Perera,12,11,33.1,326.0,9.0,3/34,36.22,9.82,22.11,0,0,2016,most_wickets
32,Ravindra Jadeja,15,14,40.1,311.0,8.0,2/18,38.87,7.74,30.12,0,0,2016,most_wickets
33,Marcus Stoinis,7,7,23.0,194.0,8.0,4/15,24.25,8.43,17.25,1,0,2016,most_wickets
34,Dwayne Smith,12,8,18.0,153.0,8.0,4/8,19.12,8.5,13.5,1,0,2016,most_wickets
35,Carlos Brathwaite,8,8,23.1,185.0,7.0,3/43,26.42,7.98,19.85,0,0,2016,most_wickets
36,Murugan Ashwin,10,10,28.3,241.0,7.0,3/36,34.42,8.45,24.42,0,0,2016,most_wickets
37,Kane Richardson,4,4,14.0,136.0,7.0,3/13,19.42,9.71,12.0,0,0,2016,most_wickets
38,Rajat Bhatia,10,10,34.0,244.0,6.0,2/19,40.66,7.17,34.0,0,0,2016,most_wickets
39,Krunal Pandya,12,11,31.1,236.0,6.0,2/15,39.33,7.57,31.16,0,0,2016,most_wickets
40,Kuldeep Yadav,3,3,12.0,100.0,6.0,3/35,16.66,8.33,12.0,0,0,2016,most_wickets
41,Shivil Kaushik,7,7,23.0,192.0,6.0,3/20,32.0,8.34,23.0,0,0,2016,most_wickets
42,Iqbal Abdulla,8,8,25.0,213.0,6.0,3/40,35.5,8.52,25.0,0,0,2016,most_wickets
43,Ben Cutting,4,4,11.1,80.0,5.0,2/20,16.0,7.16,13.4,0,0,2016,most_wickets
44,Shakib Al Hasan,10,9,31.0,243.0,5.0,1/14,48.6,7.83,37.2,0,0,2016,most_wickets
45,Imran Tahir,4,4,16.0,138.0,5.0,3/24,27.6,8.62,19.2,0,0,2016,most_wickets
46,Pravin Tambe,7,7,16.0,143.0,5.0,2/12,28.6,8.93,19.2,0,0,2016,most_wickets
47,Mohammad Shami,8,8,25.1,244.0,5.0,2/34,48.8,9.69,30.2,0,0,2016,most_wickets
48,Mitchell Marsh,3,3,9.0,45.0,4.0,2/14,11.25,5.0,13.5,0,0,2016,most_wickets
49,Brad Hogg,5,5,16.0,142.0,4.0,3/19,35.5,8.87,24.0,0,0,2016,most_wickets
50,Vinay Kumar,3,3,9.0,64.0,3.0,2/17,21.33,7.11,18.0,0,0,2016,most_wickets
51,Deepak Hooda,17,6,13.0,97.0,3.0,2/16,32.33,7.46,26.0,0,0,2016,most_wickets
52,Nathan Coulter-Nile,4,4,15.0,114.0,3.0,2/25,38.0,7.6,30.0,0,0,2016,most_wickets
53,Pradeep Sahu,5,5,17.3,146.0,3.0,2/18,48.66,8.34,35.0,0,0,2016,most_wickets
54,Bipul Sharma,7,6,14.0,121.0,3.0,1/10,40.33,8.64,28.0,0,0,2016,most_wickets
55,Ankit Rajpoot,4,4,11.0,98.0,3.0,1/14,32.66,8.9,22.0,0,0,2016,most_wickets
56,Hardik Pandya,11,10,16.4,153.0,3.0,1/7,51.0,9.18,33.33,0,0,2016,most_wickets
57,Tabraiz Shamsi,4,4,16.0,147.0,3.0,1/21,49.0,9.18,32.0,0,0,2016,most_wickets
58,RP Singh,4,4,12.0,111.0,3.0,1/23,37.0,9.25,24.0,0,0,2016,most_wickets
59,KC Cariappa,5,5,17.0,159.0,3.0,2/16,53.0,9.35,34.0,0,0,2016,most_wickets
60,Ishant Sharma,4,4,15.0,148.0,3.0,2/36,49.33,9.86,30.0,0,0,2016,most_wickets
61,Sachin Baby,11,2,1.4,8.0,2.0,2/4,4.0,4.8,5.0,0,0,2016,most_wickets
62,John Hastings,2,2,6.4,37.0,2.0,2/6,18.5,5.55,20.0,0,0,2016,most_wickets
63,Chris Gayle,10,4,10.0,63.0,2.0,2/11,31.5,6.3,30.0,0,0,2016,most_wickets
64,Jayant Yadav,5,5,17.0,125.0,2.0,1/23,62.5,7.35,51.0,0,0,2016,most_wickets
65,Scott Boland,2,2,7.0,54.0,2.0,2/31,27.0,7.71,21.0,0,0,2016,most_wickets
66,Gurkeerat Mann Singh,7,3,4.0,31.0,2.0,2/15,15.5,7.75,12.0,0,0,2016,most_wickets
67,JP Duminy,10,5,7.0,55.0,2.0,1/4,27.5,7.85,21.0,0,0,2016,most_wickets
68,Jason Holder,4,4,13.0,103.0,2.0,2/33,51.5,7.92,39.0,0,0,2016,most_wickets
69,Rishi Dhawan,2,2,7.0,56.0,2.0,1/21,28.0,8.0,21.0,0,0,2016,most_wickets
70,Shahbaz Nadeem,4,4,15.0,127.0,2.0,2/23,63.5,8.46,45.0,0,0,2016,most_wickets
71,Shadab Jakati,6,6,20.0,178.0,2.0,1/13,89.0,8.9,60.0,0,0,2016,most_wickets
72,Varun Aaron,8,8,23.4,227.0,2.0,2/37,113.5,9.59,71.0,0,0,2016,most_wickets
73,Mitchell Johnson,3,3,11.0,106.0,2.0,1/35,53.0,9.63,33.0,0,0,2016,most_wickets
74,James Faulkner,7,7,17.0,167.0,2.0,1/23,83.5,9.82,51.0,0,0,2016,most_wickets
75,Kyle Abbott,5,5,16.0,177.0,2.0,1/38,88.5,11.06,48.0,0,0,2016,most_wickets
76,Albie Morkel,2,2,5.0,66.0,2.0,2/36,33.0,13.2,15.0,0,0,2016,most_wickets
77,Yusuf Pathan,15,4,6.0,33.0,1.0,1/6,33.0,5.5,36.0,0,0,2016,most_wickets
78,Ankit Sharma,3,3,11.0,84.0,1.0,1/27,84.0,7.63,66.0,0,0,2016,most_wickets
79,Stuart Binny,14,11,17.0,134.0,1.0,1/17,134.0,7.88,102.0,0,0,2016,most_wickets
80,Parveez Rasool,4,4,14.0,129.0,1.0,1/31,129.0,9.21,84.0,0,0,2016,most_wickets
81,Pawan Negi,8,5,9.0,84.0,1.0,1/19,84.0,9.33,54.0,0,0,2016,most_wickets
82,Trent Boult,1,1,4.0,39.0,1.0,1/39,39.0,9.75,24.0,0,0,2016,most_wickets
83,Rajagopal Sathish,4,3,6.0,59.0,1.0,1/20,59.0,9.83,36.0,0,0,2016,most_wickets
84,Ashish Reddy,4,2,3.5,39.0,1.0,1/14,39.0,10.17,23.0,0,0,2016,most_wickets
85,Harshal Patel,5,5,14.0,147.0,1.0,1/46,147.0,10.5,84.0,0,0,2016,most_wickets
86,Adam Milne,1,1,4.0,43.0,1.0,1/43,43.0,10.75,24.0,0,0,2016,most_wickets
87,Nitish Rana,4,1,1.0,3.0,0.0,0/3,0.0,3.0,0.0,0,0,2016,most_wickets
88,Shreyas Gopal,1,1,3.0,18.0,0.0,0/18,0.0,6.0,0.0,0,0,2016,most_wickets
89,Kane Williamson,6,1,1.0,7.0,0.0,0/7,0.0,7.0,0.0,0,0,2016,most_wickets
90,Anureet Singh,2,2,6.0,43.0,0.0,0/15,0.0,7.16,0.0,0,0,2016,most_wickets
91,Colin Munro,4,2,2.0,15.0,0.0,0/7,0.0,7.5,0.0,0,0,2016,most_wickets
92,Irfan Pathan,4,3,8.0,61.0,0.0,0/7,0.0,7.62,0.0,0,0,2016,most_wickets
93,Murali Vijay,14,1,1.0,8.0,0.0,0/8,0.0,8.0,0.0,0,0,2016,most_wickets
94,Deepak Chahar,2,2,5.0,41.0,0.0,0/13,0.0,8.2,0.0,0,0,2016,most_wickets
95,Suresh Raina,15,4,10.0,82.0,0.0,0/15,0.0,8.2,0.0,0,0,2016,most_wickets
96,Yuvraj Singh,10,5,6.1,52.0,0.0,0/7,0.0,8.43,0.0,0,0,2016,most_wickets
97,Dale Steyn,1,1,2.0,17.0,0.0,0/17,0.0,8.5,0.0,0,0,2016,most_wickets
98,Glenn Maxwell,11,7,9.0,80.0,0.0,0/3,0.0,8.88,0.0,0,0,2016,most_wickets
99,Swapnil Singh,1,1,3.0,29.0,0.0,0/29,0.0,9.66,0.0,0,0,2016,most_wickets
100,Karn Sharma,5,5,16.2,171.0,0.0,0/24,0.0,10.46,0.0,0,0,2016,most_wickets
101,Sarabjit Ladda,1,1,2.0,21.0,0.0,0/21,0.0,10.5,0.0,0,0,2016,most_wickets
102,David Wiese,1,1,4.0,49.0,0.0,0/49,0.0,12.25,0.0,0,0,2016,most_wickets
103,Pradeep Sangwan,2,2,4.0,49.0,0.0,0/21,0.0,12.25,0.0,0,0,2016,most_wickets
104,Virat Kohli,16,1,1.0,13.0,0.0,0/13,0.0,13.0,0.0,0,0,2016,most_wickets
105,Kieron Pollard,13,4,6.0,81.0,0.0,0/11,0.0,13.5,0.0,0,0,2016,most_wickets
106,Jagadeesha Suchith,1,1,2.0,31.0,0.0,0/31,0.0,15.5,0.0,0,0,2016,most_wickets
107,Jaydev Unadkat,1,1,3.0,49.0,0.0,0/49,0.0,16.33,0.0,0,0,2016,most_wickets
1,Bhuvneshwar Kumar,14,14,52.2,369.0,26.0,5/19,14.19,7.05,12.07,0,1,2017,most_wickets
2,Jaydev Unadkat,12,12,45.5,322.0,24.0,5/30,13.41,7.02,11.45,0,1,2017,most_wickets
3,Jasprit Bumrah,16,16,59.2,439.0,20.0,3/7,21.95,7.39,17.8,0,0,2017,most_wickets
4,Mitchell McClenaghan,14,14,54.0,507.0,19.0,3/24,26.68,9.38,17.05,0,0,2017,most_wickets
5,Imran Tahir,12,12,47.0,369.0,18.0,3/18,20.5,7.85,15.66,0,0,2017,most_wickets
6,Rashid Khan,14,14,54.0,358.0,17.0,3/19,21.05,6.62,19.05,0,0,2017,most_wickets
7,Sandeep Sharma,13,13,48.0,398.0,17.0,4/20,23.41,8.29,16.94,1,0,2017,most_wickets
8,Umesh Yadav,14,14,48.3,410.0,17.0,4/33,24.11,8.45,17.11,1,0,2017,most_wickets
9,Chris Woakes,13,13,44.0,386.0,17.0,3/6,22.7,8.77,15.52,0,0,2017,most_wickets
10,Pawan Negi,12,12,32.1,197.0,16.0,3/10,12.31,6.12,12.06,0,0,2017,most_wickets
11,Siddarth Kaul,10,10,35.4,300.0,16.0,4/29,18.75,8.41,13.37,1,0,2017,most_wickets
12,Axar Patel,14,14,48.0,362.0,15.0,3/11,24.13,7.54,19.2,0,0,2017,most_wickets
13,Nathan Coulter-Nile,8,8,28.2,228.0,15.0,3/20,15.2,8.04,11.33,0,0,2017,most_wickets
14,Pat Cummins,12,12,46.1,373.0,15.0,2/20,24.86,8.07,18.46,0,0,2017,most_wickets
15,Yuzvendra Chahal,13,13,43.3,333.0,14.0,3/16,23.78,7.65,18.64,0,0,2017,most_wickets
16,Karn Sharma,9,9,30.4,214.0,13.0,4/16,16.46,6.97,14.15,1,0,2017,most_wickets
17,Mohit Sharma,14,14,45.4,410.0,13.0,2/24,31.53,8.97,21.07,0,0,2017,most_wickets
18,Andrew Tye,6,6,21.0,141.0,12.0,5/17,11.75,6.71,10.5,0,1,2017,most_wickets
19,Ben Stokes,12,12,44.0,316.0,12.0,3/18,26.33,7.18,22.0,0,0,2017,most_wickets
20,Chris Morris,9,9,31.0,240.0,12.0,4/26,20.0,7.74,15.5,1,0,2017,most_wickets
21,Kuldeep Yadav,12,11,41.0,340.0,12.0,2/25,28.33,8.29,20.5,0,0,2017,most_wickets
22,Dan Christian,13,13,40.0,298.0,11.0,2/10,27.09,7.45,21.81,0,0,2017,most_wickets
23,Shardul Thakur,12,12,38.1,315.0,11.0,3/19,28.63,8.25,20.81,0,0,2017,most_wickets
24,Lasith Malinga,12,12,44.5,382.0,11.0,2/5,34.72,8.52,24.45,0,0,2017,most_wickets
25,Basil Thampi,12,12,44.4,424.0,11.0,3/29,38.54,9.49,24.36,0,0,2017,most_wickets
26,Krunal Pandya,13,13,40.0,273.0,10.0,3/14,27.3,6.82,24.0,0,0,2017,most_wickets
27,Sunil Narine,16,15,59.0,412.0,10.0,2/29,41.2,6.98,35.4,0,0,2017,most_wickets
28,Zaheer Khan,11,11,40.1,313.0,10.0,3/20,31.3,7.79,24.1,0,0,2017,most_wickets
29,Amit Mishra,14,14,38.5,343.0,10.0,3/11,34.3,8.83,23.3,0,0,2017,most_wickets
30,Mohammed Siraj,6,6,23.0,212.0,10.0,4/32,21.2,9.21,13.8,1,0,2017,most_wickets
31,Samuel Badree,7,7,25.0,188.0,9.0,4/9,20.88,7.52,16.66,1,0,2017,most_wickets
32,Washington Sundar,11,10,30.0,185.0,8.0,3/16,23.12,6.16,22.5,0,0,2017,most_wickets
33,Harbhajan Singh,11,11,41.0,266.0,8.0,3/22,33.25,6.48,30.75,0,0,2017,most_wickets
34,Ashish Nehra,6,6,21.1,197.0,8.0,3/42,24.62,9.3,15.87,0,0,2017,most_wickets
35,Glenn Maxwell,14,8,19.0,125.0,7.0,2/15,17.85,6.57,16.28,0,0,2017,most_wickets
36,Mitchell Johnson,5,5,20.0,141.0,7.0,3/26,20.14,7.05,17.14,0,0,2017,most_wickets
37,Varun Aaron,6,6,20.0,163.0,7.0,2/3,23.28,8.15,17.14,0,0,2017,most_wickets
38,Adam Zampa,6,6,19.5,163.0,7.0,2/22,23.28,8.21,17.0,0,0,2017,most_wickets
39,Shahbaz Nadeem,7,7,17.5,119.0,6.0,2/13,19.83,6.67,17.83,0,0,2017,most_wickets
40,Hardik Pandya,17,13,26.0,213.0,6.0,2/22,35.5,8.19,26.0,0,0,2017,most_wickets
41,Kagiso Rabada,6,6,21.2,188.0,6.0,2/20,31.33,8.81,21.33,0,0,2017,most_wickets
42,Piyush Chawla,6,6,20.0,179.0,6.0,2/34,29.83,8.95,20.0,0,0,2017,most_wickets
43,Praveen Kumar,6,6,16.3,151.0,6.0,2/22,25.16,9.15,16.5,0,0,2017,most_wickets
44,James Faulkner,8,8,26.2,258.0,6.0,2/34,43.0,9.79,26.33,0,0,2017,most_wickets
45,Aniket Choudhary,5,5,16.5,144.0,5.0,2/17,28.8,8.55,20.2,0,0,2017,most_wickets
46,Tymal Mills,5,5,17.5,153.0,5.0,2/31,30.6,8.57,21.4,0,0,2017,most_wickets
47,Sreenath Aravind,10,10,30.3,275.0,5.0,2/29,55.0,9.01,36.6,0,0,2017,most_wickets
48,Trent Boult,6,6,23.5,216.0,5.0,2/30,43.2,9.06,28.6,0,0,2017,most_wickets
49,Shane Watson,8,8,26.5,245.0,5.0,1/16,49.0,9.13,32.2,0,0,2017,most_wickets
50,Ravindra Jadeja,12,12,38.0,349.0,5.0,2/28,69.8,9.18,45.6,0,0,2017,most_wickets
51,Mohammad Shami,8,8,26.0,243.0,5.0,2/36,48.6,9.34,31.2,0,0,2017,most_wickets
52,Pradeep Sangwan,5,5,18.0,181.0,5.0,2/38,36.2,10.05,21.6,0,0,2017,most_wickets
53,Ankit Rajpoot,5,5,14.0,107.0,4.0,3/37,26.75,7.64,21.0,0,0,2017,most_wickets
54,Stuart Binny,8,4,6.0,50.0,4.0,1/9,12.5,8.33,9.0,0,0,2017,most_wickets
55,Colin de Grandhomme,12,9,16.0,135.0,4.0,3/4,33.75,8.43,24.0,0,0,2017,most_wickets
56,KC Cariappa,4,4,15.0,127.0,4.0,2/24,31.75,8.46,22.5,0,0,2017,most_wickets
57,Rahul Tewatia,3,3,9.0,49.0,3.0,2/18,16.33,5.44,18.0,0,0,2017,most_wickets
58,Lockie Ferguson,4,4,13.0,93.0,3.0,2/7,31.0,7.15,26.0,0,0,2017,most_wickets
59,Bipul Sharma,7,7,16.2,129.0,3.0,1/4,43.0,7.89,32.66,0,0,2017,most_wickets
